Region,Market,Brand,Chart,Name,Unit,Source,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029
Worldwide,Passenger Cars,,Revenue by make,Tesla,percent,Statista Market Insights,,,,,,,,,,,4.33,,,,,
Worldwide,Passenger Cars,,Revenue by make,Toyota,percent,Statista Market Insights,,,,,,,,,,,10.77,,,,,
Worldwide,Passenger Cars,,Revenue by make,Volkswagen,percent,Statista Market Insights,,,,,,,,,,,6.44,,,,,
Worldwide,Passenger Cars,,Connected Cars Share,Connected,percent,Statista Market Insights,,60.54,68.74,75.7,80.01,84.72,85.54,93.37,92.9,97,97.66,97.79,97.84,97.8,98.01,97.82
Worldwide,Passenger Cars,,Connected Cars Share,Not Connected,percent,Statista Market Insights,,39.46,31.26,24.3,19.99,15.28,14.46,6.63,7.1,3,2.34,2.21,2.16,2.2,1.99,2.18
Worldwide,Passenger Cars,,Fuel or Drive-Type Share,Alternative,percent,Statista Market Insights,,0.22,0.35,0.23,0.66,0.87,1.07,0.38,0.4,1.73,1.76,1.78,1.79,1.76,1.85,1.63
Worldwide,Passenger Cars,,Fuel or Drive-Type Share,Diesel,percent,Statista Market Insights,,14.08,13.28,12.37,10.67,10.54,9.82,8.52,7.34,6.5,6.05,6.02,5.86,5.58,5.1,4.83
Worldwide,Passenger Cars,,Fuel or Drive-Type Share,Electric,percent,Statista Market Insights,,0.57,1.16,1.62,2.58,3.4,5.9,10.36,12.23,16.66,16.94,18.27,19.98,22.2,26.18,28.7
Worldwide,Passenger Cars,,Fuel or Drive-Type Share,Hybrid,percent,Statista Market Insights,,0.82,0.66,0.62,0.91,2.57,3.64,8.25,8.12,6.38,7.13,7.63,8.26,8.65,9.11,9.25
Worldwide,Passenger Cars,,Fuel or Drive-Type Share,Petrol,percent,Statista Market Insights,,84.32,84.55,85.16,85.19,82.62,79.56,72.48,71.92,68.73,68.12,66.3,64.11,61.81,57.76,55.58
Worldwide,Passenger Cars,,Autonomous Driving Level,Autonomous 0,percent,Statista Market Insights,,44.55,39.13,30.63,24.56,23.93,18.99,7.92,8.19,2.52,2.45,2.37,2.29,2.25,1.89,2.19
Worldwide,Passenger Cars,,Autonomous Driving Level,Autonomous 1,percent,Statista Market Insights,,45.63,49.4,52.55,54.88,54.75,56.19,73.91,74.79,67.35,65.02,63.35,61.97,60.91,58.74,58.27
Worldwide,Passenger Cars,,Autonomous Driving Level,Autonomous 2,percent,Statista Market Insights,,9.82,11.47,16.82,20.56,21.31,24.82,18.17,17.02,29.7,31.99,33.59,34.84,35.63,37.71,37.31
Worldwide,Passenger Cars,,Autonomous Driving Level,Autonomous 3,percent,Statista Market Insights,,,,,,,,,0.01,0.28,0.4,0.56,0.78,1.09,1.53,2.13
Worldwide,Passenger Cars,,Average CO2 emission,Emissions Average,grams CO2 per kilometer,Statista Market Insights,,153.3,150.7,146.7,147.1,146.2,148.2,134.3,131.9,118.2,105.6,97.54,90.29,83.29,77.26,70.77
Worldwide,Passenger Cars,,Vehicle Sales,Total,million vehicles,Statista Market Insights,,78.21,83.8,84.47,81.32,71.79,54.89,59.71,65.17,72.94,78.02,80.5,81.89,83.69,86.81,90.32
Worldwide,Passenger Cars,,Vehicle Sales,Executive Cars,million vehicles,Statista Market Insights,,2.02,1.96,2.01,1.99,1.55,1.19,1.43,2.07,2.16,2.28,2.42,2.5,2.57,2.65,2.75
Worldwide,Passenger Cars,,Vehicle Sales,Full-Size Vans,million vehicles,Statista Market Insights,,0.82,0.85,0.89,0.88,0.88,0.74,0.75,0.84,0.87,0.75,0.85,0.9,0.89,0.88,0.89
Worldwide,Passenger Cars,,Vehicle Sales,Large Cars,million vehicles,Statista Market Insights,,8.23,7.94,7.67,7.38,6.26,5.04,5.14,6.77,7.87,8.43,8.76,8.95,9.03,9.16,9.35
Worldwide,Passenger Cars,,Vehicle Sales,Luxury Cars,million vehicles,Statista Market Insights,,0.27,0.28,0.27,0.25,0.21,0.12,0.15,0.16,0.17,0.21,0.22,0.24,0.28,0.33,0.39
Worldwide,Passenger Cars,,Vehicle Sales,Medium Cars,million vehicles,Statista Market Insights,,17.65,18.25,17.16,15.98,12.89,9.31,9.41,10.73,11.82,13.16,13.68,14.02,14.31,14.85,15.36
Worldwide,Passenger Cars,,Vehicle Sales,Mini Cars,million vehicles,Statista Market Insights,,3.67,3.71,3.62,3.45,3.5,2.78,3.2,3.17,3.55,3.8,3.94,4.04,4.24,4.53,4.85
Worldwide,Passenger Cars,,Vehicle Sales,Minivans,million vehicles,Statista Market Insights,,6.19,6.86,6.34,5.5,4.51,3.57,4.42,5.29,5.86,6.09,6.32,6.48,6.8,7.17,7.59
Worldwide,Passenger Cars,,Vehicle Sales,Pickup Trucks,million vehicles,Statista Market Insights,,4.32,4.49,4.53,4.7,4.39,4.22,4.11,3.94,4.23,4.3,4.46,4.51,4.44,4.42,4.47
Worldwide,Passenger Cars,,Vehicle Sales,Small Cars,million vehicles,Statista Market Insights,,10.01,10.06,10.1,9.62,8.9,6.23,6.95,7.2,7.95,8.56,8.74,8.93,9.32,9.87,10.4
Worldwide,Passenger Cars,,Vehicle Sales,Sports Cars,million vehicles,Statista Market Insights,,0.98,0.96,0.87,0.81,0.8,0.67,0.85,0.99,1.12,1.17,1.22,1.24,1.29,1.38,1.48
Worldwide,Passenger Cars,,Vehicle Sales,SUVs,million vehicles,Statista Market Insights,,24.05,28.45,31.02,30.75,27.91,21.02,23.31,24.03,27.33,29.26,29.89,30.09,30.51,31.58,32.79
Worldwide,Passenger Cars,,Vehicle Sales by make,BMW,percent,Statista Market Insights,,,,,,,,,,,2.56,,,,,
Worldwide,Passenger Cars,,Vehicle Sales by make,BYD,percent,Statista Market Insights,,,,,,,,,,,3.96,,,,,
Worldwide,Passenger Cars,,Vehicle Sales by make,Chevrolet,percent,Statista Market Insights,,,,,,,,,,,4.43,,,,,
Worldwide,Passenger Cars,,Vehicle Sales by make,Ford,percent,Statista Market Insights,,,,,,,,,,,6.08,,,,,
Worldwide,Passenger Cars,,Vehicle Sales by make,Honda,percent,Statista Market Insights,,,,,,,,,,,5.51,,,,,
Worldwide,Passenger Cars,,Vehicle Sales by make,Hyundai,percent,Statista Market Insights,,,,,,,,,,,5.48,,,,,
Worldwide,Passenger Cars,,Vehicle Sales by make,Kia,percent,Statista Market Insights,,,,,,,,,,,2.69,,,,,
Worldwide,Passenger Cars,,Vehicle Sales by make,Nissan,percent,Statista Market Insights,,,,,,,,,,,5.34,,,,,
Worldwide,Passenger Cars,,Vehicle Sales by make,Other,percent,Statista Market Insights,,,,,,,,,,,46.11,,,,,
Worldwide,Passenger Cars,,Vehicle Sales by make,Toyota,percent,Statista Market Insights,,,,,,,,,,,10.91,,,,,
Worldwide,Passenger Cars,,Vehicle Sales by make,Volkswagen,percent,Statista Market Insights,,,,,,,,,,,6.92,,,,,
Worldwide,Passenger Cars,,Comparable Estimates - Passenger Cars (Worldwide),*Statista,million vehicles,,74.44,79.2,84.99,85.13,81.94,71.96,58.6,63.73,67.16,69.02,74.02,72.38,72.59,73.87,,
Worldwide,Passenger Cars,,Comparable Estimates - Passenger Cars (Worldwide),IHS Markit,million vehicles,,,,92,94,94,90,77,77.2,80.35,87.94,,,,,,
Worldwide,Passenger Cars,,Comparable Estimates - Passenger Cars (Worldwide),LMC Automotive,million vehicles,,,,,95.1,94.1,90.3,77.8,80.7,85.3,93.7,,,,,,
Worldwide,Mini Cars,,Average Price,Average,thousand USD (US$),Statista Market Insights,,12.31,12.48,12.63,12.74,12.86,12.93,13.22,12.96,12.97,14.02,15.54,17.34,18.96,20.38,21.81
Worldwide,Mini Cars,,Revenue by make,Total,million USD (US$),Statista Market Insights,,"45,220","46,340","45,760","43,990","44,960","35,930","42,350","41,010","46,050","53,340","61,140","69,970","80,410","92,300","105,800"
Worldwide,Mini Cars,,Revenue by make,Abarth,million USD (US$),Statista Market Insights,,271.6,353.4,394.6,446.9,273.7,211,261.7,267.5,269.5,220.9,269.9,305.4,278.3,240.7,226.4
Worldwide,Mini Cars,,Revenue by make,Aston Martin,million USD (US$),Statista Market Insights,,15.88,13.19,18.23,18.34,18.71,7.61,12.33,6.28,11.83,18.35,19.13,20.79,18.26,16.26,13.79
Worldwide,Mini Cars,,Revenue by make,Baojun,million USD (US$),Statista Market Insights,,175.3,75.72,192.2,403.3,195.3,267.9,111.7,60.32,62.59,67.55,68.73,71.31,71.23,71.57,72.45
Worldwide,Mini Cars,,Revenue by make,Bolloré,million USD (US$),Statista Market Insights,,25.57,20.79,1.29,2.25,0.02,12.63,14.05,9.21,9.13,7.62,8.92,11.22,9.97,6.6,6.12
Worldwide,Mini Cars,,Revenue by make,BYD,million USD (US$),Statista Market Insights,,105.4,72.67,72.02,5.33,2.23,69.95,5.45,187.8,319.5,327.3,329.3,336.6,336.8,344.2,347.9
Worldwide,Mini Cars,,Revenue by make,Changan,million USD (US$),Statista Market Insights,,552.5,597.6,359.1,190.2,38.54,100.1,715.5,"1,138","1,167","1,193","1,217","1,236","1,237","1,263","1,260"
Worldwide,Mini Cars,,Revenue by make,Chery,million USD (US$),Statista Market Insights,,"2,593","2,352","2,109","2,246","1,546","1,336","3,569","4,693","5,002","5,229","5,420","5,573","5,635","5,867","5,926"
Worldwide,Mini Cars,,Revenue by make,Chevrolet,million USD (US$),Statista Market Insights,,"1,956","2,619","1,749","1,285","1,416","1,183","1,645","1,549","1,573","1,930","2,530","3,293","3,902","4,608","5,406"
Worldwide,Mini Cars,,Revenue by make,Citroën,million USD (US$),Statista Market Insights,,"1,012","1,021",906.2,888.3,883.9,687.2,719.2,403,747.3,712.3,839.7,842.1,800.9,777.6,792.9
Worldwide,Mini Cars,,Revenue by make,Daihatsu,million USD (US$),Statista Market Insights,,823.6,"1,125","1,137","1,236","1,274","1,266","1,153","1,090","1,208","1,243","1,226","1,211","1,207","1,249","1,282"
Worldwide,Mini Cars,,Revenue by make,Dongfeng,million USD (US$),Statista Market Insights,,22.1,29.5,5.88,6.63,0.7,11.18,13.33,6.88,7.07,7.27,7.32,7.46,7.5,7.61,7.71
Worldwide,Mini Cars,,Revenue by make,DR,million USD (US$),Statista Market Insights,,4.68,4.91,3.21,3.08,19.25,2.71,67.61,98.36,373.4,361,380.9,369.3,371.9,399.8,435.2
Worldwide,Mini Cars,,Revenue by make,Fiat,million USD (US$),Statista Market Insights,,"8,435","8,847","7,589","6,568","7,941","5,523","6,212","5,841","5,903","7,342","8,088","9,188","10,070","11,130","12,580"
Worldwide,Mini Cars,,Revenue by make,Geely,million USD (US$),Statista Market Insights,,"1,058",371.3,334,158.5,16.51,407.9,496.2,342.5,352.9,355.4,356.7,365.4,365,372.6,371.3
Worldwide,Mini Cars,,Revenue by make,Hafei,million USD (US$),Statista Market Insights,,0.04,0.01,0.01,0.01,0.01,0.58,0.9,0.56,0.57,0.59,0.6,0.61,0.61,0.62,0.63
Worldwide,Mini Cars,,Revenue by make,Haima,million USD (US$),Statista Market Insights,,31.29,6.38,0.81,0.23,0.01,12.19,14.44,1.27,1.31,1.33,1.37,1.38,1.38,1.41,1.41
Worldwide,Mini Cars,,Revenue by make,Hyundai,million USD (US$),Statista Market Insights,,"2,118","2,209","3,103","2,920","2,949","2,110","2,651","2,096","3,195","3,585","3,652","3,630","4,062","4,740","5,473"
Worldwide,Mini Cars,,Revenue by make,JAC,million USD (US$),Statista Market Insights,,18.64,160.8,543.3,"1,061",777.2,487.1,576.3,130.4,139.4,119.5,118.1,122,125.9,126.4,126.4
Worldwide,Mini Cars,,Revenue by make,Kandi,million USD (US$),Statista Market Insights,,,32.24,223.4,28.75,109.9,73.9,88.48,42.69,43.95,45.21,45.67,46.59,46.81,47.68,48.22
Worldwide,Mini Cars,,Revenue by make,Kia,million USD (US$),Statista Market Insights,,"1,100","1,154","1,281","1,467","1,424",907.4,"1,217","1,113","1,291","1,310","1,329","1,355","1,514","1,725","1,942"
Worldwide,Mini Cars,,Revenue by make,Mahindra,million USD (US$),Statista Market Insights,,0.85,0.3,0.03,1.66,0.87,0.84,0.97,0.66,1.13,1,0.95,1.25,0.88,1.33,1.04
Worldwide,Mini Cars,,Revenue by make,Maruti Suzuki,million USD (US$),Statista Market Insights,,"1,327","1,487","1,859","1,938","2,164","1,660","1,795","2,377","2,414","1,995","1,936","1,949","2,062","2,058","2,112"
Worldwide,Mini Cars,,Revenue by make,Mia,million USD (US$),Statista Market Insights,,0.13,0.04,0.04,0.04,0.04,0.16,0.09,0.09,0.14,0.09,0.13,0.18,0.13,0.13,0.18
Worldwide,Mini Cars,,Revenue by make,Mitsubishi,million USD (US$),Statista Market Insights,,462.2,437.2,420,383.8,353.5,299.2,392.4,383.7,408.7,427.5,431,441.5,437,433.7,429.9
Worldwide,Mini Cars,,Revenue by make,Nissan,million USD (US$),Statista Market Insights,,503.4,460.5,427.8,410.9,400,355,431.7,398.5,430.3,477.5,474.4,475.3,469.9,468.4,471
Worldwide,Mini Cars,,Revenue by make,Opel/Vauxhall,million USD (US$),Statista Market Insights,,"1,234","1,450","1,358","1,288","1,140",652,554.2,"1,046","1,001",733.5,"1,020","1,105","1,004",902.9,850.5
Worldwide,Mini Cars,,Revenue by make,Others,million USD (US$),Statista Market Insights,,135.2,131.4,138.7,143.8,108.4,128.2,240.6,259.7,243.6,204.5,215.3,216.6,213.7,213.5,211.3
Worldwide,Mini Cars,,Revenue by make,Perodua,million USD (US$),Statista Market Insights,,480.4,493.8,529.6,630.5,712.5,609,570.9,896.3,967.2,"1,005",990.3,"1,003","1,053","1,118","1,164"
Worldwide,Mini Cars,,Revenue by make,Peugeot,million USD (US$),Statista Market Insights,,"1,232","1,211","1,101","1,135","1,047",759,814.4,493.5,884.3,"1,403","1,907","2,519","3,134","3,809","4,570"
Worldwide,Mini Cars,,Revenue by make,Renault,million USD (US$),Statista Market Insights,,"4,570","4,325","4,111","4,195","4,230","3,235","3,606","2,588","3,154","6,386","9,911","14,550","20,840","27,460","34,610"
Worldwide,Mini Cars,,Revenue by make,Scion,million USD (US$),Statista Market Insights,,7.56,0.09,0.09,0.02,0.02,10.37,12.45,11.83,15,8.91,14,15.4,13.99,9.73,11.64
Worldwide,Mini Cars,,Revenue by make,SEAT,million USD (US$),Statista Market Insights,,310.4,259.5,211.5,186.9,404,105.5,142.9,108,105.4,184.5,214.8,256.9,476.3,698.7,947.2
Worldwide,Mini Cars,,Revenue by make,Skoda,million USD (US$),Statista Market Insights,,477.5,481.9,452.5,483,594.3,224.9,127.3,400,355.5,301,383.8,410.1,374.7,360.6,343.2
Worldwide,Mini Cars,,Revenue by make,smart,million USD (US$),Statista Market Insights,,"2,200","2,313","2,226","2,240","2,507","1,704","3,300","3,900","2,889","2,956","3,299","3,386","3,223","2,981","2,993"
Worldwide,Mini Cars,,Revenue by make,Suzuki,million USD (US$),Statista Market Insights,,"3,163","3,283","3,215","3,037","2,936","2,405","2,756","2,333","2,798","3,208","3,291","3,279","3,215","3,225","3,248"
Worldwide,Mini Cars,,Revenue by make,Tazzari,million USD (US$),Statista Market Insights,,0.17,0.26,0.13,0.13,0.13,0.22,0.18,0.28,0.18,0.18,0.27,0.27,0.22,0.22,0.18
Worldwide,Mini Cars,,Revenue by make,Toyota,million USD (US$),Statista Market Insights,,"5,593","5,571","5,562","5,840","6,030","4,917","5,242","4,194","4,924","5,880","6,629","7,374","8,118","8,982","10,040"
Worldwide,Mini Cars,,Revenue by make,Volkswagen,million USD (US$),Statista Market Insights,,"1,954","1,822","1,876","1,777","2,877","3,014","1,494","1,498","2,716","3,006","3,418","3,899","4,605","5,465","6,405"
Worldwide,Mini Cars,,Revenue by make,Zhidou,million USD (US$),Statista Market Insights,,151.6,486.1,990.8,352.3,47.87,300.7,362.3,240.1,246.6,252.3,256.8,260.6,262.1,266.6,267.4
Worldwide,Mini Cars,,Revenue by make,Zotye,million USD (US$),Statista Market Insights,,"1,102","1,064","1,260","1,014",520.5,867.5,961.5,799.7,817.3,832.9,837.4,841.1,843.9,851.4,849.9
Worldwide,Mini Cars,,Connected Cars Share,Connected,percent,Statista Market Insights,,26.93,30.73,31.84,70.06,75.38,81.53,80.58,83.08,83.06,88.74,88.91,88.83,86.08,92.14,82.43
Worldwide,Mini Cars,,Connected Cars Share,Not Connected,percent,Statista Market Insights,,73.07,69.27,68.16,29.94,24.62,18.47,19.42,16.92,16.94,11.26,11.09,11.17,13.92,7.86,17.57
Worldwide,Mini Cars,,Fuel or Drive-Type Share,Alternative,percent,Statista Market Insights,,0.86,1.11,1.06,1.5,1.13,0.55,0.39,0.42,0.57,0.63,0.67,0.68,0.68,0.88,0.63
Worldwide,Mini Cars,,Fuel or Drive-Type Share,Diesel,percent,Statista Market Insights,,4.2,4.52,3.82,1.27,1.94,1.23,1.03,0.66,2.82,2.48,2.18,1.78,1.31,1.15,0.62
Worldwide,Mini Cars,,Fuel or Drive-Type Share,Electric,percent,Statista Market Insights,,8.26,9.67,12.5,18.22,24.01,35.64,43.39,49.44,41.85,41.36,42.78,43.01,44.01,49.74,48.85
Worldwide,Mini Cars,,Fuel or Drive-Type Share,Hybrid,percent,Statista Market Insights,,0.1,,,4.01,24.07,25.55,28.65,25.96,18.24,16.06,15.46,16.88,18.04,16.53,19.21
Worldwide,Mini Cars,,Fuel or Drive-Type Share,Petrol,percent,Statista Market Insights,,86.57,84.64,82.52,74.91,47.9,35.86,25.82,22.73,35.91,38.83,38.32,37.17,35.5,31.02,30.12
Worldwide,Mini Cars,,Autonomous Driving Level,Autonomous 0,percent,Statista Market Insights,,81.3,81.07,82.21,82.21,80.03,78.95,17.54,16.55,12.26,14.07,13.61,13.54,14.79,9.25,16.18
Worldwide,Mini Cars,,Autonomous Driving Level,Autonomous 1,percent,Statista Market Insights,,18.7,18.93,17.79,17.79,19.97,17.41,82.46,83.45,84.82,80.41,78.4,76.16,72.84,75.75,67.8
Worldwide,Mini Cars,,Autonomous Driving Level,Autonomous 2,percent,Statista Market Insights,,,,,,,3.63,,,2.77,5.31,7.7,9.9,11.83,14.19,14.98
Worldwide,Mini Cars,,Autonomous Driving Level,Autonomous 3,percent,Statista Market Insights,,,,,,,,,,0.15,0.21,0.29,0.4,0.54,0.8,1.03
Worldwide,Mini Cars,,Average CO2 emission,Emissions Average,grams CO2 per kilometer,Statista Market Insights,,94.24,93.77,88.66,85.51,88.6,89.57,83.54,73.18,72.11,61.82,56.11,50.92,44.67,45.09,34.9
Worldwide,Mini Cars,,Vehicle Sales by make,Total,thousand vehicles,Statista Market Insights,,"3,674","3,714","3,622","3,454","3,497","2,778","3,203","3,165","3,550","3,804","3,935","4,035","4,240","4,529","4,854"
Worldwide,Mini Cars,,Vehicle Sales by make,Abarth,thousand vehicles,Statista Market Insights,,12.11,15.69,17.34,19.55,11.97,9.73,11.3,11.19,11.45,9.48,11.59,13.25,11.95,10.32,9.68
Worldwide,Mini Cars,,Vehicle Sales by make,Aston Martin,thousand vehicles,Statista Market Insights,,0.31,0.27,0.4,0.41,0.42,0.15,0.23,0.12,0.23,0.36,0.37,0.4,0.36,0.31,0.27
Worldwide,Mini Cars,,Vehicle Sales by make,Baojun,thousand vehicles,Statista Market Insights,,12.65,5.38,13.33,27.06,12.74,18.34,7.43,3.99,4.2,4.41,4.5,4.64,4.66,4.68,4.69
Worldwide,Mini Cars,,Vehicle Sales by make,Bolloré,thousand vehicles,Statista Market Insights,,1.19,0.97,0.06,0.11,0,0.61,0.65,0.42,0.42,0.35,0.41,0.51,0.46,0.3,0.28
Worldwide,Mini Cars,,Vehicle Sales by make,BYD,thousand vehicles,Statista Market Insights,,15.84,10.87,10.73,0.79,0.33,10.57,0.75,27.51,46.34,47.06,47.72,48.31,48.84,49.32,49.75
Worldwide,Mini Cars,,Vehicle Sales by make,Changan,thousand vehicles,Statista Market Insights,,49.13,52.73,31.96,17.46,3.69,9.41,60.2,103.1,105.2,106.9,108.4,109.8,111,112,112.9
Worldwide,Mini Cars,,Vehicle Sales by make,Chery,thousand vehicles,Statista Market Insights,,201.4,193.4,167.2,175,111.7,96.08,241,339.3,352.4,361.4,367.8,373.7,379.5,385,390
Worldwide,Mini Cars,,Vehicle Sales by make,Chevrolet,thousand vehicles,Statista Market Insights,,169.7,224.9,146.8,104.9,112.8,94.94,131.4,121.5,123.7,130.6,141.2,151.5,145.8,147.1,149.1
Worldwide,Mini Cars,,Vehicle Sales by make,Citroën,thousand vehicles,Statista Market Insights,,75.37,75.35,66.08,63.36,62.57,47.72,48.55,23.1,49.84,47.56,57.09,56.75,53.68,52.04,53.28
Worldwide,Mini Cars,,Vehicle Sales by make,Daihatsu,thousand vehicles,Statista Market Insights,,31.97,43.82,44.34,48.25,49.76,49.43,43.86,40.5,45,46.65,45.88,45.18,44.93,46.5,47.75
Worldwide,Mini Cars,,Vehicle Sales by make,Dongfeng,thousand vehicles,Statista Market Insights,,0.51,0.68,0.14,0.15,0.02,0.26,0.28,0.15,0.16,0.16,0.16,0.16,0.17,0.17,0.17
Worldwide,Mini Cars,,Vehicle Sales by make,DR,thousand vehicles,Statista Market Insights,,0.28,0.29,0.19,0.18,1.14,0.17,3.88,5.48,21.24,20.65,21.81,21.17,21.27,22.85,24.78
Worldwide,Mini Cars,,Vehicle Sales by make,Fiat,thousand vehicles,Statista Market Insights,,600,628.4,539.4,468.7,553.1,388,426.6,389.9,400.8,476.4,477.8,487.9,478.2,480.6,496.7
Worldwide,Mini Cars,,Vehicle Sales by make,Geely,thousand vehicles,Statista Market Insights,,96.77,32.02,28.05,13.3,1.41,37.24,41.64,30.27,31,31.74,32.14,32.64,32.96,33.27,33.52
